id,type,message,timestamp,severity,source,user_id
328,info,System backup completed for database orders_db,2025-07-23 21:43:05,low,mobile-app,2768
329,alert,User diana has logged in successfully,2025-08-02 22:51:40,low,api,1960
330,info,New user registration: bob - diana@example.com,2025-07-15 03:05:24,low,api,1494
331,alert,New user registration: grace - bob@example.com,2025-07-13 01:01:13,low,api,1723
332,alert,File upload completed: document_5690.pdf (28.8 MB),2025-07-10 01:57:50,medium,system,1642
333,info,User henry has logged in successfully,2025-07-11 06:28:39,critical,cron-job,2931
334,success,File upload completed: document_1767.pdf (18.4 MB),2025-07-16 08:40:17,medium,system,4584
335,alert,Memory usage alert: 87% on server web-01,2025-07-30 15:38:09,critical,web-app,4560
336,error,User alice has logged in successfully,2025-07-11 06:26:41,critical,system,919
337,alert,Cache cleared for region us-east,2025-07-10 04:48:03,medium,cron-job,1340
338,alert,System backup completed for database users_db,2025-07-18 12:16:26,medium,system,1385
339,warning,Error processing request for user eve: timeout,2025-07-30 00:05:20,critical,web-app,406
340,info,Payment of $352.39 processed successfully for user charlie,2025-07-07 17:12:47,low,system,2373
341,info,Error processing request for user alice: permission_denied,2025-07-25 04:53:39,critical,mobile-app,2108
342,alert,Security scan completed: 7 issues found,2025-08-05 08:29:25,critical,cron-job,1156
343,alert,Payment of $703.87 processed successfully for user bob,2025-07-09 21:33:56,high,web-app,2884
344,success,Email notification sent to 302 recipients,2025-08-01 17:19:05,low,mobile-app,4049
345,alert,Service notification-service restarted due to memory leak,2025-07-13 20:06:19,medium,api,1080
346,info,Scheduled task 'report' completed successfully,2025-07-22 15:54:50,medium,web-app,2499
347,success,Batch job #1242 processing 3226 records,2025-07-25 13:12:50,high,web-app,2444
348,alert,Memory usage alert: 94% on server web-01,2025-07-22 16:24:54,medium,cron-job,2170
349,warning,Security scan completed: 5 issues found,2025-07-13 22:06:05,high,api,584
350,success,User frank has logged in successfully,2025-07-23 18:09:37,critical,web-app,4611
351,success,User charlie has logged in successfully,2025-07-10 05:34:56,high,web-app,1991
352,info,Failed login attempt from IP 12.73.200.198 for user frank,2025-08-06 17:50:38,high,api,274
353,info,New order #12172 received from customer alice,2025-07-26 14:48:03,medium,cron-job,1872
354,info,Database connection pool exhausted on cache-01,2025-08-06 05:06:17,critical,api,1653
355,alert,Error processing request for user eve: invalid_credentials,2025-07-30 05:15:08,high,api,2016
356,warning,User grace has logged in successfully,2025-07-22 06:33:16,medium,api,674
357,error,System backup completed for database analytics_db,2025-07-22 05:39:34,critical,web-app,4581
358,success,File upload completed: document_2694.pdf (34.7 MB),2025-07-11 13:39:03,critical,web-app,3869
359,info,Error processing request for user grace: network_error,2025-07-15 02:13:52,high,system,3166
360,alert,Server api-01 is experiencing high CPU usage: 97%,2025-07-09 22:06:37,low,mobile-app,1871
361,error,Failed login attempt from IP 97.83.199.88 for user bob,2025-08-07 06:36:33,high,mobile-app,4964
362,error,Configuration change detected in module inventory,2025-07-30 15:51:03,low,api,3078
363,info,Cache cleared for region us-east,2025-07-27 06:15:51,medium,mobile-app,4580
364,error,File upload completed: document_7408.pdf (40.8 MB),2025-07-10 04:59:23,low,api,4874
365,info,Database connection pool exhausted on cache-01,2025-07-08 06:36:34,high,api,2252
366,success,Configuration change detected in module inventory,2025-07-20 04:56:52,low,web-app,4841
367,info,Configuration change detected in module analytics,2025-08-03 11:06:43,critical,api,2406
368,error,Database connection pool exhausted on db-02,2025-08-02 16:45:54,low,cron-job,1249
369,alert,Payment of $85.16 processed successfully for user diana,2025-07-12 02:17:09,high,system,240
370,success,Security scan completed: 6 issues found,2025-07-21 06:31:38,low,mobile-app,546
371,alert,Server web-02 is experiencing high CPU usage: 65%,2025-07-29 04:53:26,high,mobile-app,4508
372,warning,New user registration: alice - diana@example.com,2025-07-28 01:44:19,high,mobile-app,2875
373,success,User henry has logged in successfully,2025-07-21 09:22:22,medium,mobile-app,3663
374,error,New user registration: grace - diana@example.com,2025-07-29 11:19:39,critical,web-app,3453
375,warning,Memory usage alert: 95% on server api-01,2025-07-31 19:34:10,medium,web-app,3839
376,alert,Configuration change detected in module auth,2025-07-17 20:50:54,critical,mobile-app,2902
377,warning,User alice has logged in successfully,2025-07-27 04:20:09,critical,api,4257
378,info,Service user-service restarted due to memory leak,2025-07-27 07:48:22,critical,system,1650
379,error,New user registration: diana - diana@example.com,2025-07-24 04:03:32,critical,api,4340
380,success,Server web-02 is experiencing high CPU usage: 88%,2025-07-27 02:50:43,critical,system,301
381,warning,Service auth-service restarted due to memory leak,2025-07-17 09:40:53,medium,cron-job,608
382,success,Failed login attempt from IP 64.147.44.13 for user frank,2025-07-22 05:24:28,low,system,4027
383,info,Cache cleared for region eu-central,2025-07-20 11:32:34,medium,api,2121
384,error,Scheduled task 'report' completed successfully,2025-07-26 19:34:35,critical,system,4227
385,info,New user registration: frank - charlie@example.com,2025-07-08 16:55:12,high,mobile-app,936
386,info,System backup completed for database analytics_db,2025-07-21 11:58:02,medium,api,2952
387,alert,Payment of $861.49 processed successfully for user charlie,2025-07-11 19:01:16,medium,web-app,422
388,warning,Payment of $964.09 processed successfully for user diana,2025-07-26 10:07:28,critical,system,2094
389,error,Memory usage alert: 80% on server db-01,2025-08-06 09:12:43,medium,mobile-app,519
390,success,Memory usage alert: 83% on server web-01,2025-07-30 07:18:44,critical,system,3610
391,success,Security scan completed: 5 issues found,2025-07-18 04:03:43,high,web-app,4424
392,alert,User frank has logged in successfully,2025-07-26 06:00:26,medium,system,979
393,error,Memory usage alert: 88% on server web-01,2025-07-14 10:55:36,high,system,4555
394,warning,Scheduled task 'sync' completed successfully,2025-07-15 06:30:55,critical,cron-job,2624
395,success,Payment of $957.6 processed successfully for user alice,2025-07-13 08:56:33,low,system,1557
396,success,User eve has logged in successfully,2025-07-30 00:28:11,medium,mobile-app,4630
397,alert,Cache cleared for region eu-central,2025-08-02 13:11:33,low,web-app,1257
398,error,Error processing request for user frank: permission_denied,2025-07-12 22:04:11,medium,cron-job,3646
399,alert,Batch job #8034 processing 522 records,2025-07-30 07:15:11,low,mobile-app,4511
400,alert,Database connection pool exhausted on api-01,2025-07-23 19:17:48,low,system,2439
401,info,Service user-service restarted due to memory leak,2025-07-12 12:42:46,medium,web-app,83
402,info,Database connection pool exhausted on web-01,2025-07-18 12:18:19,medium,mobile-app,2069
403,alert,Email notification sent to 310 recipients,2025-08-02 23:49:11,low,mobile-app,3085
404,info,API rate limit exceeded for client client_928,2025-08-03 10:01:11,high,cron-job,1321
405,error,Batch job #8383 processing 9423 records,2025-07-25 06:59:01,low,api,419
406,error,Security scan completed: 13 issues found,2025-07-28 04:37:34,medium,api,2780
407,warning,Batch job #1179 processing 8849 records,2025-07-22 16:17:29,critical,api,3456
408,alert,Security scan completed: 15 issues found,2025-07-22 21:00:10,medium,api,30
409,warning,Failed login attempt from IP 215.154.248.41 for user bob,2025-07-24 15:30:18,low,api,1272
410,alert,System maintenance scheduled for 2025-08-10,2025-07-31 01:05:25,medium,mobile-app,661
411,error,User grace has logged in successfully,2025-08-02 21:11:17,high,system,1046
412,alert,File upload completed: document_2025.pdf (38.5 MB),2025-07-14 23:54:58,low,api,3323
413,success,New order #25532 received from customer henry,2025-08-05 16:17:11,low,system,660
414,alert,User eve has logged in successfully,2025-07-30 08:10:23,low,system,500
415,success,API rate limit exceeded for client client_398,2025-07-20 21:04:09,critical,mobile-app,4813
416,error,Email notification sent to 67 recipients,2025-08-05 21:07:15,low,system,4672
417,warning,Database connection pool exhausted on web-01,2025-07-10 08:08:41,high,web-app,4950
418,warning,Database connection pool exhausted on web-01,2025-07-10 17:28:40,critical,web-app,3768
419,alert,File upload completed: document_9003.pdf (1.5 MB),2025-07-25 17:41:51,critical,system,4649
420,error,New user registration: alice - eve@example.com,2025-08-03 16:42:25,medium,cron-job,4228
421,alert,Payment of $692.85 processed successfully for user eve,2025-07-14 10:08:20,low,web-app,4605
422,error,Server db-01 is experiencing high CPU usage: 81%,2025-08-07 09:04:04,critical,api,2303
423,warning,Service auth-service restarted due to memory leak,2025-07-15 17:27:56,critical,system,269
424,error,API rate limit exceeded for client client_889,2025-07-21 08:17:37,medium,web-app,4327
425,warning,Batch job #9938 processing 7617 records,2025-07-13 08:23:24,critical,mobile-app,1972
426,success,New order #97387 received from customer eve,2025-07-31 01:45:18,medium,web-app,4742
427,info,Payment of $632.27 processed successfully for user frank,2025-07-12 13:45:26,high,mobile-app,23
428,alert,New order #84403 received from customer bob,2025-07-24 09:12:52,medium,web-app,3144
429,alert,Email notification sent to 315 recipients,2025-07-21 19:20:05,high,api,971
430,error,New user registration: frank - charlie@example.com,2025-08-05 16:00:24,high,api,4299
431,alert,User diana has logged in successfully,2025-07-21 20:06:45,critical,web-app,3496
432,info,Email notification sent to 303 recipients,2025-07-29 05:15:05,critical,system,4944
433,error,System backup completed for database users_db,2025-07-30 13:13:47,medium,mobile-app,783
434,info,Cache cleared for region us-east,2025-07-15 20:53:25,medium,cron-job,1426
435,alert,Scheduled task 'sync' completed successfully,2025-07-17 15:35:20,medium,cron-job,98
436,alert,File upload completed: document_8951.pdf (10.5 MB),2025-07-17 13:26:54,critical,system,3329
437,success,Security scan completed: 5 issues found,2025-07-22 15:07:03,high,mobile-app,4864
438,alert,User charlie has logged in successfully,2025-07-17 01:09:34,low,api,4442
439,warning,System maintenance scheduled for 2025-08-22,2025-07-27 15:58:20,critical,cron-job,3055
440,warning,Server web-01 is experiencing high CPU usage: 74%,2025-07-07 14:31:35,high,web-app,4501
441,success,New order #75429 received from customer henry,2025-07-19 07:31:27,medium,system,4144
442,error,Service user-service restarted due to memory leak,2025-07-29 21:22:29,high,system,2068
443,alert,Cache cleared for region us-east,2025-07-30 09:07:28,critical,system,3255
444,success,API rate limit exceeded for client client_803,2025-07-10 14:03:02,high,mobile-app,2466
445,info,Payment of $50.45 processed successfully for user diana,2025-07-18 16:49:54,critical,web-app,4456
446,error,New user registration: alice - alice@example.com,2025-07-21 02:40:50,high,cron-job,4050
447,warning,New order #96218 received from customer grace,2025-07-20 05:09:37,high,cron-job,4931
448,info,Failed login attempt from IP 162.192.221.84 for user frank,2025-07-18 08:30:30,critical,cron-job,2794
449,alert,Payment of $319.15 processed successfully for user charlie,2025-07-21 23:53:18,high,system,2806
450,alert,Memory usage alert: 91% on server db-01,2025-08-02 20:42:25,low,mobile-app,4002
451,error,Memory usage alert: 77% on server api-01,2025-07-15 18:57:36,high,mobile-app,1838
452,warning,Batch job #5408 processing 1064 records,2025-07-08 18:13:31,critical,api,4594
453,alert,Scheduled task 'sync' completed successfully,2025-07-10 03:27:35,critical,system,4827
454,success,File upload completed: document_3216.pdf (13.8 MB),2025-08-04 18:17:16,critical,mobile-app,4547
455,alert,New order #99061 received from customer bob,2025-07-27 01:56:11,critical,mobile-app,650
456,alert,Cache cleared for region eu-central,2025-07-29 20:01:28,low,mobile-app,3121
457,info,System maintenance scheduled for 2025-08-21,2025-07-08 09:32:26,high,mobile-app,2685
458,warning,Cache cleared for region eu-central,2025-08-01 04:10:28,medium,web-app,2704
459,error,Security scan completed: 9 issues found,2025-08-06 19:11:40,high,cron-job,3256
460,info,Error processing request for user henry: invalid_credentials,2025-07-12 20:54:04,high,cron-job,2872
461,alert,Cache cleared for region us-east,2025-08-01 14:22:01,low,system,2581
462,info,New user registration: eve - bob@example.com,2025-07-31 03:16:47,critical,mobile-app,1660
463,info,Memory usage alert: 88% on server db-01,2025-07-26 22:04:39,low,system,3246
464,error,Failed login attempt from IP 22.79.24.13 for user charlie,2025-08-06 01:53:17,low,mobile-app,777
465,info,User henry has logged in successfully,2025-07-14 22:58:11,low,api,668
466,alert,New user registration: eve - frank@example.com,2025-07-17 23:52:53,critical,api,979
467,error,New user registration: eve - bob@example.com,2025-08-01 02:38:23,critical,system,4392
468,success,System maintenance scheduled for 2025-08-30,2025-08-01 21:00:20,high,web-app,32
469,info,User charlie has logged in successfully,2025-07-11 18:51:52,high,mobile-app,4021
470,warning,Memory usage alert: 95% on server api-01,2025-07-26 16:33:51,medium,api,4649
471,alert,Payment of $145.56 processed successfully for user bob,2025-07-24 04:55:21,medium,system,3477
472,success,Failed login attempt from IP 79.173.47.116 for user diana,2025-07-20 08:55:54,high,api,1254
